Year,Distance,Fuel,Seller_Type,isManual,Owner,Engine,Power,Seats,Price
2011,230000,1,3,1,1,2498.0,112.0,7.0,600000
2016,60000,4,3,1,2,999.0,67.0,5.0,315000
2012,80000,1,3,0,2,1995.0,181.0,5.0,1100000
2010,190000,1,3,1,2,1248.0,73.0,5.0,350000
2016,120000,4,3,1,1,1196.0,73.0,5.0,375000
2013,217000,1,3,1,2,2494.0,100.0,8.0,1050000
2015,29000,4,3,1,1,998.0,67.0,5.0,350000
2010,120000,4,3,1,3,1061.0,67.0,5.0,120000
2015,90000,1,3,1,1,2179.0,140.0,7.0,819999
2018,30000,4,3,1,1,1197.0,81.0,5.0,700000
2018,30000,4,3,0,2,998.0,67.0,5.0,451999
2016,56000,4,3,1,3,1197.0,82.0,5.0,500000
2015,90000,1,3,1,1,2494.0,100.0,8.0,1250000
2015,120000,1,3,1,1,1493.0,100.0,7.0,500000
2015,60000,1,3,1,1,1248.0,74.0,5.0,490000
2008,147000,1,3,1,2,1248.0,73.0,5.0,200000
2012,35000,4,3,1,1,998.0,67.0,5.0,240000
2018,19500,4,3,1,1,1197.0,81.0,5.0,655000
2018,38426,4,3,1,1,1197.0,81.0,5.0,620000
2015,35000,4,3,1,2,1197.0,83.0,5.0,450000
2014,35000,4,3,1,2,998.0,67.0,5.0,310000
2007,50000,4,3,1,3,796.0,46.0,5.0,150000
2012,120000,1,3,1,1,936.0,57.0,5.0,180000
2011,120000,1,3,1,1,1405.0,70.0,5.0,150000
2011,112000,1,3,1,2,1399.0,68.0,5.0,160000
2013,70000,1,3,1,3,2523.0,75.0,8.0,600000
2012,145000,1,3,1,1,1598.0,103.0,5.0,380000
2007,135000,1,3,1,1,1405.0,70.0,5.0,120000
2011,500000,1,3,1,2,2494.0,100.0,7.0,350000
2012,146000,1,3,1,1,1405.0,70.0,5.0,135000
2018,10000,4,3,1,1,1197.0,81.0,5.0,610000
2020,50000,1,3,1,1,1498.0,88.0,5.0,260000
2017,25000,4,3,1,1,1197.0,81.0,5.0,500000
2016,20000,4,3,1,1,999.0,67.0,5.0,220000
2006,70000,4,3,1,2,1799.0,130.0,5.0,121000
2017,50000,1,3,1,1,1396.0,69.0,5.0,350000
2018,25000,1,3,0,2,1968.0,181.0,5.0,2200000
2011,100000,1,3,1,2,1396.0,90.0,5.0,280000
2020,20000,4,3,1,1,1198.0,108.0,5.0,919999
2011,155000,1,3,1,1,1396.0,90.0,5.0,320000
2012,70000,1,3,1,4,1399.0,68.0,5.0,140000
2012,25000,1,3,1,2,1248.0,88.0,5.0,310000
2006,120000,4,3,1,2,796.0,37.0,4.0,65000
2013,90000,1,3,1,1,1248.0,73.0,7.0,300000
2017,9000,1,2,0,1,1999.0,177.0,5.0,2711000
2019,20000,4,2,0,1,2487.0,214.0,5.0,5150000
2017,45000,1,2,0,1,1999.0,177.0,5.0,3200000
2015,110000,1,3,1,1,2179.0,147.0,7.0,503000
2019,20000,1,3,0,1,1969.0,190.0,5.0,3800000
2016,68089,4,4,0,1,2494.0,157.0,5.0,2000000
2013,58343,4,4,1,1,998.0,67.0,5.0,225000
2018,38817,1,2,1,1,1248.0,74.0,5.0,740000
2016,56494,4,4,1,1,1199.0,88.0,5.0,550000
2013,79328,1,4,1,2,2494.0,100.0,7.0,750000
2019,5621,4,4,0,1,1197.0,81.0,5.0,650000
2017,25538,4,4,1,1,1496.0,88.0,5.0,625000
2018,69779,4,2,0,1,1197.0,81.0,5.0,600000
2017,56290,1,2,1,1,1186.0,73.0,5.0,450000
2019,7500,1,2,0,1,1995.0,190.0,5.0,5400000
2019,8500,1,2,0,1,1995.0,190.0,5.0,5500000
2019,7032,4,4,0,1,1199.0,88.0,5.0,779000
2016,11000,4,2,0,1,1598.0,103.0,5.0,645000
2018,2000,1,2,0,1,1984.0,150.0,5.0,2475000
2011,110000,1,3,1,2,2179.0,140.0,7.0,575000
2014,110000,1,3,1,2,2179.0,138.0,5.0,440000
2012,100000,1,3,1,2,1248.0,74.0,5.0,380000
2010,116700,4,3,1,4,1368.0,90.0,5.0,140000
2015,25000,1,3,1,1,1248.0,74.0,5.0,475000
2011,200000,1,3,1,3,2489.0,95.0,8.0,200000
2010,176062,1,3,1,1,1248.0,75.0,5.0,400000
2008,250000,1,3,1,3,2494.0,102.0,8.0,425000
2015,82000,1,3,1,1,1498.0,98.0,5.0,509999
2010,80000,4,3,1,1,1086.0,68.0,5.0,275000
2017,40000,1,3,1,2,1248.0,73.0,7.0,650000
2019,14000,1,3,1,1,1956.0,170.0,5.0,1850000
2014,129000,1,3,1,1,1461.0,108.0,5.0,650000
2016,60000,1,3,1,2,1248.0,91.0,5.0,360000
2018,82000,1,3,0,1,1498.0,108.0,5.0,650000
2013,77500,1,3,0,3,2179.0,187.0,5.0,2000000
2017,50000,1,3,1,2,1248.0,73.0,7.0,675000
2006,40000,4,3,1,3,796.0,37.0,4.0,50000
2017,39500,4,3,1,1,1197.0,81.0,5.0,445000
2018,40000,1,3,1,1,1396.0,88.0,5.0,750000
2012,56000,1,3,1,2,1248.0,74.0,5.0,425000
2017,54000,1,3,1,1,1396.0,88.0,5.0,850000
2016,20000,4,3,1,2,998.0,67.0,5.0,400000
2014,55896,1,3,1,2,1396.0,69.0,5.0,200000
2016,35000,1,3,1,1,1498.0,98.0,5.0,550000
2012,97000,4,3,1,2,1198.0,86.0,5.0,250000
2014,120000,4,3,1,2,796.0,47.0,5.0,206000
2014,50000,4,3,1,1,814.0,55.0,5.0,290000
2010,30400,4,3,1,4,624.0,35.0,4.0,45000
2019,15000,1,3,1,1,1497.0,115.0,5.0,1200000
2012,110000,1,3,1,3,1461.0,84.0,5.0,220000
2008,120000,1,3,0,2,2143.0,170.0,5.0,515000
2010,100000,4,3,1,1,796.0,46.0,5.0,170000
2010,120000,1,3,1,2,1248.0,75.0,5.0,260000
2012,130000,1,3,1,2,1598.0,103.0,5.0,315000
2011,76000,4,3,1,2,998.0,67.0,5.0,225000
2012,110000,1,3,1,3,1968.0,138.0,5.0,420000
2011,96000,1,3,1,1,2179.0,120.0,8.0,525000
2018,90000,1,3,0,1,1248.0,74.0,5.0,670000
2012,110000,1,3,1,3,1461.0,84.0,5.0,220000
2013,25000,1,3,1,1,1399.0,68.0,5.0,250000
2009,90000,1,3,1,2,1248.0,73.0,5.0,229999
2009,164000,1,3,1,2,1248.0,73.0,5.0,229999
2013,120000,4,3,1,2,1198.0,86.0,5.0,300000
2010,66000,4,3,1,2,998.0,66.0,5.0,165000
2010,250000,1,3,1,1,2179.0,138.0,7.0,295000
2011,157000,1,3,1,2,1582.0,126.0,5.0,360000
2011,157000,1,3,1,2,1582.0,126.0,5.0,380000
2017,35000,4,3,1,1,999.0,67.0,5.0,300000
2008,100000,1,3,1,2,2609.0,116.0,9.0,320000
2016,70000,4,3,1,2,1198.0,67.0,7.0,325000
2010,30000,1,3,1,2,1248.0,88.0,5.0,160000
2018,40000,1,3,1,1,1493.0,70.0,7.0,630000
2020,5000,4,3,1,1,1197.0,81.0,5.0,600000
2014,30000,4,3,1,2,796.0,47.0,5.0,229999
2014,70000,1,3,1,2,1248.0,74.0,5.0,440000
2007,60000,4,3,1,2,995.0,62.0,5.0,90000
2017,60000,1,3,1,1,1248.0,88.0,5.0,750000
2012,80000,4,3,1,2,1497.0,116.0,5.0,330000
2016,70000,1,3,1,2,1248.0,88.0,5.0,715000
2013,150000,1,3,1,2,1199.0,75.0,5.0,250000
2007,150000,4,3,1,2,1061.0,64.0,5.0,120000
2004,25000,4,3,1,3,1597.0,92.0,5.0,100000
2017,35000,1,3,0,2,1498.0,108.0,5.0,850000
2018,48000,1,3,1,1,1186.0,73.0,5.0,450000
2012,200000,1,3,1,1,1199.0,73.0,5.0,240000
2015,135000,1,3,1,1,1248.0,74.0,5.0,600000
2016,110000,1,3,1,2,1248.0,73.0,7.0,280000
2012,146000,1,3,1,2,1582.0,126.0,5.0,465000
2018,44000,4,3,1,1,796.0,47.0,5.0,350000
2013,70000,4,3,1,1,1197.0,78.0,5.0,325000
2004,271000,1,3,1,1,1405.0,62.0,5.0,50000
2006,120000,4,3,1,3,796.0,46.0,5.0,110000
2013,80000,1,3,1,1,1396.0,69.0,5.0,220000
2015,60000,1,3,1,1,2523.0,62.0,7.0,515000
2018,40000,4,3,1,1,1373.0,91.0,5.0,750000
2018,25000,4,3,1,1,814.0,55.0,5.0,350000
2019,15000,4,3,1,1,1197.0,81.0,5.0,488999
2017,27000,4,3,1,1,796.0,47.0,5.0,300000
2017,35000,1,3,1,2,1248.0,74.0,5.0,650000
2014,40000,4,3,1,1,998.0,66.0,5.0,250000
2014,40000,4,3,1,3,796.0,47.0,5.0,200000
2015,75262,1,3,1,1,2179.0,120.0,7.0,950000
2012,120000,1,3,1,1,1396.0,69.0,5.0,200000
2016,60000,4,3,1,1,998.0,68.0,5.0,276000
2014,40000,4,3,1,1,814.0,55.0,5.0,250000
2008,80000,4,3,1,2,796.0,46.0,5.0,95000
2011,70000,1,3,1,2,1396.0,70.0,5.0,200000
2012,100000,1,3,1,2,1582.0,126.0,5.0,450000
2013,18000,1,3,1,1,2179.0,140.0,7.0,900000
2010,175000,1,3,1,1,1396.0,69.0,5.0,200000
2010,70000,4,3,1,2,1197.0,78.0,5.0,200000
2011,91863,1,3,1,2,2523.0,62.0,7.0,370000
2008,100000,4,3,1,1,1193.0,65.0,5.0,250000
2016,10000,4,3,1,1,799.0,53.0,5.0,290000
2018,35000,1,3,1,1,1248.0,88.0,7.0,900000
2013,120000,1,3,1,2,1399.0,68.0,5.0,325000
2016,30000,4,3,1,1,1197.0,82.0,5.0,425000
2016,60000,4,3,1,1,799.0,53.0,5.0,315000
2014,70000,4,3,1,1,998.0,67.0,5.0,300000
2013,70000,4,3,1,2,1197.0,78.0,5.0,325000
2016,130000,1,3,1,1,1396.0,88.0,5.0,900000
2016,133000,1,3,1,1,1396.0,88.0,5.0,950000
2010,120000,1,3,1,3,1598.0,103.0,5.0,320000
2019,20000,4,3,1,1,999.0,75.0,5.0,500000
2012,25000,4,3,1,1,1196.0,70.0,5.0,290000
2012,90000,4,3,1,1,624.0,37.0,4.0,60000
2009,140000,4,3,1,3,998.0,66.0,5.0,120000
2017,103000,1,2,1,1,1498.0,97.0,5.0,850000
2017,23000,1,2,1,1,2393.0,147.0,7.0,1750000
2015,128000,1,2,1,1,1498.0,98.0,5.0,600000
2015,33000,1,3,1,1,1498.0,88.0,5.0,620000
2009,70000,4,3,1,2,796.0,46.0,5.0,150000
2011,40000,4,3,1,4,1086.0,62.0,5.0,150000
2008,40000,4,3,1,4,1396.0,99.0,5.0,135000
2011,80000,1,3,1,1,1405.0,71.0,5.0,200000
2015,70000,1,3,1,1,1248.0,88.0,5.0,730000
2013,100000,1,3,1,1,2494.0,100.0,8.0,800000
2009,90000,1,3,1,2,2498.0,112.0,8.0,300000
2012,112000,1,3,1,2,1399.0,68.0,5.0,190000
2011,50000,4,3,1,1,1799.0,132.0,5.0,350000
2015,62000,1,3,1,2,1120.0,71.0,5.0,509999
2012,90000,1,3,1,1,1248.0,88.0,7.0,400000
2013,80000,1,3,1,1,2494.0,100.0,7.0,800000
2013,50000,1,3,1,1,1248.0,88.0,5.0,250000
2016,47552,1,3,1,2,1582.0,126.0,5.0,930000
2016,40000,1,3,1,2,1248.0,88.0,5.0,720000
2011,15000,4,3,1,1,1196.0,70.0,5.0,225000
2019,20000,1,3,1,1,1498.0,98.0,5.0,950000
2018,52000,4,3,1,1,1197.0,81.0,5.0,530000
2016,70000,4,3,1,1,1197.0,81.0,5.0,470000
2017,110000,1,3,1,1,2523.0,63.0,9.0,650000
2014,77500,1,3,1,2,2179.0,138.0,7.0,540000
2015,100000,1,3,1,2,1248.0,74.0,5.0,459999
2019,14700,4,3,1,1,799.0,53.0,5.0,325000
2016,40000,4,3,1,1,796.0,34.0,5.0,240000
2017,32000,4,3,1,2,1198.0,82.0,6.0,400000
2004,70000,4,3,1,2,796.0,46.0,5.0,70000
2009,80000,4,3,1,1,1298.0,85.0,5.0,250000
2014,80000,1,3,1,2,2494.0,100.0,8.0,910000
2018,25000,1,3,1,1,1248.0,74.0,5.0,720000
2015,50000,1,3,1,1,1248.0,74.0,5.0,590000
2015,120000,1,3,1,1,2499.0,72.0,10.0,434000
2006,170000,1,3,1,1,2523.0,63.0,7.0,145000
2018,19700,4,3,1,1,1198.0,82.0,5.0,445000
2011,70000,3,3,1,1,1086.0,62.0,5.0,191000
2018,50000,1,3,1,4,1498.0,99.0,5.0,372000
2005,90000,4,3,1,2,998.0,67.0,5.0,65000
2015,140000,1,3,1,1,1399.0,68.0,5.0,300000
2003,120000,1,3,1,3,2609.0,116.0,8.0,125000
2017,40000,4,3,1,1,1199.0,84.0,5.0,520000
2014,70000,4,3,1,3,796.0,47.0,5.0,190000
2018,7000,4,3,1,1,999.0,67.0,5.0,310000
2012,90000,1,3,1,1,2494.0,102.0,8.0,750000
2016,110000,1,3,0,1,1493.0,100.0,7.0,750000
2019,15000,4,3,1,1,998.0,67.0,5.0,350000
2020,5000,4,3,1,1,796.0,47.0,5.0,360000
2017,5000,4,3,1,1,799.0,53.0,5.0,285000
2013,70000,4,3,1,2,796.0,47.0,5.0,160000
2015,60000,4,3,1,2,1198.0,67.0,7.0,229999
2007,120000,4,3,1,3,796.0,46.0,5.0,85000
2018,7000,4,3,1,1,999.0,67.0,5.0,300000
2014,120000,1,3,1,1,2179.0,120.0,7.0,675000
2014,145241,1,3,1,1,2179.0,120.0,7.0,700000
2008,110000,1,3,1,1,2609.0,116.0,8.0,400000
2016,30000,4,3,1,3,799.0,53.0,5.0,254999
2015,80000,1,3,1,2,2179.0,120.0,7.0,1050000
2013,100000,1,3,1,1,1248.0,74.0,5.0,390000
2015,80000,1,3,1,1,1364.0,67.0,5.0,450000
2016,40000,1,3,0,2,2755.0,171.0,7.0,1630000
2017,50000,1,3,1,1,1248.0,88.0,5.0,725000
2013,95500,1,3,1,2,2179.0,138.0,7.0,466000
2017,40000,4,3,1,2,1196.0,86.0,5.0,370000
2007,70000,4,3,1,3,1061.0,64.0,5.0,150000
2017,15000,4,3,1,1,998.0,67.0,5.0,483000
2016,10000,4,3,1,1,1197.0,82.0,5.0,470000
2018,25000,1,3,1,1,1248.0,88.0,5.0,950000
2013,50000,4,3,1,3,1591.0,121.0,5.0,450000
2011,70000,4,3,1,1,1496.0,88.0,5.0,345000
2009,60000,4,3,1,1,998.0,66.0,5.0,300000
2007,74800,4,3,1,2,998.0,67.0,5.0,160000
2004,80000,4,3,1,2,796.0,37.0,4.0,120000
2020,40000,4,3,1,1,1193.0,88.0,5.0,500000
2018,40000,1,3,1,1,2179.0,138.0,7.0,1350000
2017,50000,1,3,1,1,1186.0,73.0,5.0,455000
2013,45000,4,3,1,2,814.0,55.0,5.0,165000
2016,23700,4,3,1,1,1197.0,81.0,5.0,470000
2016,23700,4,3,1,1,1197.0,81.0,5.0,470000
2019,10000,4,3,1,1,1368.0,160.0,5.0,1520000
2014,53473,4,3,1,1,998.0,67.0,5.0,229999
2011,100000,1,3,1,2,2523.0,63.0,9.0,250000
2016,25000,1,3,1,1,2179.0,140.0,7.0,1350000
2013,80000,4,3,1,1,1086.0,62.0,5.0,220000
2015,120000,1,3,1,1,1120.0,71.0,5.0,360000
2018,40000,4,3,1,1,998.0,67.0,5.0,350000
2012,70000,1,3,1,1,1582.0,126.0,5.0,500000
2013,90000,1,3,1,3,936.0,57.0,5.0,145000
2014,51000,4,3,1,1,1199.0,82.0,5.0,300000
2009,87000,4,3,1,2,1495.0,94.0,5.0,180000
2013,40000,1,3,1,1,1248.0,74.0,5.0,530000
2014,90000,1,3,1,2,1461.0,108.0,5.0,620000
2015,110000,4,3,1,3,1496.0,88.0,5.0,360000
2010,86000,4,3,1,2,1086.0,62.0,5.0,245000
2003,80000,4,3,1,3,1597.0,92.0,5.0,130000
1999,65000,4,3,1,4,1298.0,85.0,5.0,70000
1999,70000,4,3,1,4,1298.0,85.0,5.0,70000
2014,140000,1,3,1,2,1498.0,89.0,5.0,650000
2019,18000,4,3,1,1,1197.0,81.0,5.0,610000
2015,24000,4,3,1,1,998.0,67.0,5.0,300000
2014,60000,1,3,1,1,1120.0,70.0,5.0,425000
2012,150000,1,3,1,3,1582.0,126.0,5.0,450000
2011,108000,1,3,1,1,1582.0,126.0,5.0,450000
2011,60000,4,3,0,3,1197.0,78.0,5.0,340000
2013,90000,1,3,1,1,1248.0,88.0,7.0,650000
2009,70000,1,3,1,1,1396.0,69.0,5.0,160000
2014,120000,1,3,1,1,1405.0,70.0,5.0,250000
2012,100000,1,3,1,3,936.0,57.0,5.0,225000
2007,75958,1,3,1,2,1396.0,52.0,5.0,55000
1996,70000,4,3,1,3,796.0,37.0,4.0,42000
2006,128000,1,3,1,4,1991.0,112.0,7.0,282000
2007,110000,1,3,1,3,1405.0,62.0,5.0,80000
2016,40000,4,3,1,1,1197.0,83.0,5.0,500000
2016,70000,1,3,1,1,1498.0,99.0,5.0,500000
2011,60000,1,3,1,1,1248.0,74.0,5.0,400000
2013,90000,1,3,1,1,2523.0,62.0,7.0,550000
2007,70000,1,3,1,2,2179.0,138.0,7.0,200000
2012,65000,4,3,1,1,1197.0,78.0,5.0,280000
2014,88000,1,3,1,1,1248.0,74.0,5.0,580000
2009,80000,1,3,1,3,1248.0,90.0,5.0,100000
2014,60000,1,3,1,1,2523.0,75.0,8.0,550000
2017,38000,1,3,1,1,1493.0,100.0,7.0,700000
2010,80000,4,3,1,3,1368.0,90.0,5.0,150000
2014,60000,4,3,1,2,814.0,55.0,5.0,190000
2013,110000,1,3,1,1,2523.0,62.0,7.0,500000
2017,110000,1,3,1,1,1248.0,74.0,5.0,640000
2011,145000,1,3,1,1,1199.0,75.0,5.0,340000
2019,43000,1,3,1,1,1396.0,88.0,5.0,811000
2016,120000,1,3,1,1,1248.0,73.0,5.0,409999
2007,136000,4,3,1,2,1298.0,88.0,5.0,220000
2013,120000,1,3,1,2,1405.0,48.0,5.0,170000
2018,25000,4,3,1,1,1197.0,81.0,5.0,700000
2015,80000,1,3,1,2,2179.0,120.0,7.0,950000
2003,40000,4,3,1,2,1599.0,94.0,5.0,80000
2017,9000,1,2,0,1,1999.0,177.0,5.0,2711000
2019,20000,4,2,0,1,2487.0,214.0,5.0,5150000
2017,45000,1,2,0,1,1999.0,177.0,5.0,3200000
2015,110000,1,3,1,1,2179.0,147.0,7.0,503000
2019,20000,1,3,0,1,1969.0,190.0,5.0,3800000
2016,68089,4,4,0,1,2494.0,157.0,5.0,2000000
2013,58343,4,4,1,1,998.0,67.0,5.0,225000
2018,38817,1,2,1,1,1248.0,74.0,5.0,740000
2016,56494,4,4,1,1,1199.0,88.0,5.0,550000
2013,79328,1,4,1,2,2494.0,100.0,7.0,750000
2019,5621,4,4,0,1,1197.0,81.0,5.0,650000
2017,25538,4,4,1,1,1496.0,88.0,5.0,625000
2018,69779,4,2,0,1,1197.0,81.0,5.0,600000
2017,56290,1,2,1,1,1186.0,73.0,5.0,450000
2019,7500,1,2,0,1,1995.0,190.0,5.0,5400000
2019,8500,1,2,0,1,1995.0,190.0,5.0,5500000
2019,7032,4,4,0,1,1199.0,88.0,5.0,779000
2016,11000,4,2,0,1,1598.0,103.0,5.0,645000
2018,2000,1,2,0,1,1984.0,150.0,5.0,2475000
2014,120000,1,3,1,2,1248.0,74.0,5.0,420000
2018,35000,1,3,1,1,1248.0,88.0,5.0,899000
2019,35000,4,3,1,1,1198.0,67.0,5.0,459999
2008,120000,1,3,1,2,1493.0,110.0,5.0,150000
2017,25000,4,3,1,1,999.0,67.0,5.0,350000
2015,100000,1,3,1,2,1364.0,67.0,5.0,509999
2013,120000,1,3,1,3,2523.0,62.0,9.0,500000
2017,35000,4,3,1,1,1193.0,88.0,5.0,370000
2013,44000,4,3,1,2,998.0,67.0,5.0,240000
2015,100000,1,3,1,2,1396.0,88.0,5.0,530000
2015,133000,1,3,1,2,2179.0,120.0,7.0,1000000
2018,35000,1,3,1,2,2393.0,147.0,7.0,1600000
2014,64000,4,3,1,1,1197.0,78.0,5.0,350000
2015,70000,1,3,0,1,2179.0,140.0,7.0,1100000
2011,70000,4,3,1,1,1197.0,80.0,5.0,220000
2015,100000,4,3,1,1,1197.0,82.0,5.0,350000
2013,90000,1,3,1,2,1248.0,74.0,5.0,370000
2014,50000,4,3,1,1,1298.0,85.0,5.0,220000
2013,80000,1,3,1,1,1248.0,76.0,5.0,200000
2017,50000,1,3,1,1,1198.0,77.0,6.0,400000
2009,55000,4,3,1,1,1368.0,88.0,5.0,150000
2020,40000,4,3,0,1,2694.0,163.0,8.0,1500000
2011,70000,4,3,1,2,796.0,35.0,5.0,130000
2013,80000,4,3,1,2,796.0,47.0,5.0,185000
2010,80000,4,3,1,2,1086.0,62.0,5.0,110000
2012,120000,1,3,1,1,2523.0,62.0,7.0,450000
2018,20000,4,3,1,2,1197.0,81.0,5.0,500000
2017,31596,4,2,1,1,1497.0,121.0,5.0,570000
2013,85710,1,2,1,1,2179.0,140.0,7.0,650000
2012,129627,1,2,1,1,2982.0,171.0,7.0,1680000
2018,10000,4,3,1,1,799.0,53.0,5.0,250000
2014,15000,4,3,1,1,1197.0,78.0,5.0,320000
2017,35000,4,3,0,1,998.0,67.0,5.0,440000
2013,49000,4,3,1,2,1197.0,82.0,5.0,315000
2010,158000,1,3,1,1,1248.0,90.0,5.0,202999
2012,30000,4,3,1,2,814.0,55.0,5.0,179000
2008,60000,4,3,1,2,1197.0,78.0,5.0,140000
2008,40000,4,3,1,2,1061.0,64.0,5.0,150000
2011,60000,1,3,1,2,2523.0,63.0,7.0,440000
2011,55130,1,2,1,2,1399.0,68.0,5.0,250000
2014,22000,4,3,1,1,998.0,67.0,5.0,330000
2010,48000,4,3,1,1,1196.0,70.0,5.0,250000
2012,45000,4,3,1,1,1197.0,82.0,5.0,335000
2016,22522,1,2,1,1,2179.0,140.0,7.0,1025000
2012,51856,4,2,1,3,1197.0,80.0,5.0,320000
2015,29434,4,3,1,1,1373.0,91.0,5.0,550000
2018,25000,1,3,1,1,1498.0,98.0,5.0,800000
2017,28000,4,3,1,2,1199.0,84.0,5.0,380000
2013,44500,1,3,1,2,1461.0,83.0,5.0,400000
2016,34500,4,3,1,1,998.0,67.0,5.0,375000
2017,20000,4,3,0,1,1497.0,117.0,5.0,1100000
2018,15000,4,3,1,1,1197.0,81.0,5.0,650000
2014,26000,4,3,0,1,1198.0,76.0,5.0,361000
2012,20000,4,3,1,1,814.0,55.0,5.0,140000
2019,3000,4,3,1,1,1197.0,81.0,5.0,550000
2019,20000,4,3,1,1,1199.0,88.0,5.0,670000
2017,25000,1,3,1,1,1248.0,88.0,5.0,880000
2018,35000,1,3,1,1,1498.0,98.0,5.0,950000
2010,60000,1,3,1,1,1991.0,147.0,5.0,300000
2017,6825,4,3,0,1,1497.0,117.0,5.0,1150000
2015,155000,1,3,0,1,1998.0,163.0,5.0,450000
2018,50000,0,3,1,1,1196.0,61.0,5.0,375000
2016,13500,4,3,1,1,1373.0,91.0,7.0,600000
2008,260000,1,3,1,1,2494.0,102.0,8.0,700000
2018,65000,1,3,1,1,1186.0,73.0,5.0,600000
2014,95000,1,3,1,2,2179.0,118.0,8.0,630000
2016,40000,4,3,1,2,1373.0,91.0,5.0,590000
2019,30000,4,3,1,1,1086.0,68.0,5.0,420000
2016,120000,1,3,1,1,2477.0,175.0,7.0,1950000
2013,112011,1,3,1,1,2179.0,138.0,7.0,541000
2015,125000,1,3,1,1,2494.0,100.0,7.0,900000
2015,125000,1,3,1,1,2494.0,100.0,7.0,900000
2009,43000,1,3,1,1,1248.0,90.0,5.0,250000
2019,53534,1,3,1,1,2523.0,62.0,7.0,670000
2019,20000,4,3,1,1,1199.0,83.0,5.0,530000
2012,70000,1,3,1,2,936.0,57.0,5.0,150000
2013,70000,1,3,1,3,2179.0,140.0,7.0,550000
2015,150000,1,3,1,1,1997.0,120.0,7.0,650000
2012,100000,1,3,1,2,1405.0,70.0,5.0,180000
2015,50000,1,3,1,1,2498.0,105.0,7.0,585000
2013,120000,4,3,1,2,1197.0,82.0,5.0,345000
2013,110000,1,3,1,3,1248.0,74.0,5.0,350000
2016,140000,4,3,1,1,1497.0,117.0,7.0,725000
2012,120000,1,3,1,1,1405.0,70.0,7.0,250000
2002,70000,4,3,1,2,796.0,37.0,4.0,45000
2007,248119,1,3,1,4,2494.0,102.0,8.0,409999
2017,16500,4,3,1,2,999.0,67.0,5.0,325000
2016,9900,4,3,1,1,998.0,67.0,5.0,350000
2012,80000,4,3,1,3,796.0,46.0,5.0,180000
2010,100000,4,3,1,2,1368.0,90.0,5.0,150000
2020,20000,4,3,1,1,1197.0,88.0,5.0,700000
2016,90000,1,3,1,1,1248.0,88.0,5.0,795000
2019,15000,1,3,1,1,2498.0,105.0,6.0,950000
2018,75000,1,3,0,1,1498.0,108.0,5.0,885000
2011,140000,1,3,1,1,1248.0,73.0,5.0,160000
2012,120000,1,3,1,2,1396.0,90.0,5.0,300000
2018,75000,1,3,0,1,1498.0,108.0,5.0,950000
2015,90000,1,3,1,1,1248.0,88.0,7.0,549000
2018,20000,1,3,0,1,1968.0,143.0,5.0,3000000
2015,61000,1,3,1,1,2494.0,100.0,7.0,1200000
2012,100000,1,3,1,2,1461.0,78.0,5.0,570000
2017,60000,1,3,1,2,2498.0,105.0,6.0,800000
2009,100000,1,3,1,1,1493.0,110.0,5.0,375000
2009,170000,1,3,1,3,2523.0,63.0,7.0,300000
2013,100000,4,3,1,2,1496.0,88.0,5.0,350000
2011,120000,1,3,1,2,2523.0,63.0,7.0,400000
2015,50000,1,3,1,1,1498.0,88.0,5.0,434999
2015,25000,4,3,1,1,796.0,47.0,5.0,260000
2013,24019,1,3,1,1,1248.0,74.0,5.0,450000
2013,80000,1,3,1,2,1582.0,126.0,5.0,459999
2011,100000,1,3,1,2,1248.0,73.0,5.0,210000
2015,93000,4,3,1,2,1197.0,83.0,5.0,540000
2017,50000,1,3,1,1,1248.0,88.0,7.0,710000
2018,22000,4,3,1,1,796.0,47.0,5.0,285000
2019,19600,1,3,1,1,1396.0,88.0,5.0,990000
2017,104000,4,3,1,1,1193.0,64.0,5.0,362000
2017,33000,1,3,1,1,1498.0,98.0,5.0,880000
2017,60000,1,3,1,1,1493.0,100.0,7.0,700000
2016,60000,1,3,1,1,2523.0,63.0,9.0,600000
2015,40000,4,3,1,1,1598.0,102.0,5.0,700000
2016,60000,1,3,1,1,1047.0,69.0,5.0,400000
2010,80000,3,3,1,1,1495.0,93.0,5.0,165000
2007,376412,1,3,1,2,2494.0,102.0,8.0,350000
2014,80000,4,3,1,3,1373.0,93.0,7.0,425000
2012,70000,4,3,1,1,1086.0,62.0,5.0,180000
2012,90000,4,3,1,3,998.0,67.0,5.0,170000
2014,183000,1,3,1,1,2523.0,63.0,9.0,370000
2018,27000,1,3,1,1,1248.0,88.0,5.0,800000
2017,35000,1,3,1,1,1498.0,98.0,5.0,900000
2013,120000,1,3,1,1,1248.0,74.0,5.0,390000
2014,80000,1,3,1,2,1248.0,74.0,5.0,445000
2014,70000,1,3,1,4,1248.0,74.0,5.0,459999
2013,55000,3,3,1,1,998.0,61.0,5.0,275000
2009,120000,1,3,1,2,1248.0,73.0,5.0,200000
2012,72000,4,3,1,2,1197.0,85.0,5.0,350000
2007,120000,1,3,1,2,2092.0,127.0,7.0,95000
2014,250000,1,3,1,1,1364.0,67.0,5.0,550000
2016,100000,1,3,1,1,2499.0,72.0,9.0,900000
2013,120000,1,3,1,2,2956.0,83.0,7.0,350000
2015,50000,4,3,0,1,1198.0,76.0,5.0,325000
2014,32000,4,3,1,1,1197.0,82.0,5.0,455999
