Year,Distance,Fuel,Seller_Type,Transmission,Owner,Engine,Power,Seats,Price
2015,46000,Diesel,Individual,Automatic,First,2967 cc,241 bhp @ 3800 rpm,7,2600000
2016,50800,Petrol,Individual,Manual,First,1373 cc,91 bhp @ 6000 rpm,5,640000
2021,3000,Electric,Individual,Automatic,First,,,5,1250000
2011,95000,Petrol,Individual,Automatic,First,1794 cc,132@6000,5,450000
2010,112000,Diesel,Individual,Automatic,Second,1995 cc,177@4000,5,750000
2020,36000,Petrol,Individual,Automatic,First,1984 cc,241 bhp @ 5000 rpm,5,5300000
2019,3500,Diesel,Individual,Automatic,First,1969 cc,235 bhp @ 4250 rpm,5,5800000
2018,30000,Diesel,Individual,Manual,First,1248 cc,89 bhp @ 4000 rpm,5,801000
2009,107879,Diesel,Individual,Manual,Second,,,,310000
2017,19000,Diesel,Individual,Manual,First,1997 cc,120 bhp @ 4000 rpm,8,1090000
2014,31100,Petrol,Individual,Manual,Second,998 cc,67 bhp @ 6200 rpm,5,245000
2014,65000,Petrol,Individual,Manual,Second,1198 cc,87 bhp @ 6000 rpm,5,475000
2017,49000,Diesel,Individual,Automatic,Second,2755 cc,174 bhp @ 3400 rpm,7,2800000
2022,5000,Electric,Individual,Automatic,First,,,5,1450000
2020,11000,Diesel,Individual,Automatic,First,1968 cc,141 bhp @ 3500 rpm,5,2950000
2019,28000,Petrol,Individual,Manual,First,1197 cc,81 bhp @ 6000 rpm,5,545000
2021,9400,Diesel,Individual,Automatic,First,1996 cc,168 bhp @ 3500 rpm,7,3975000
2017,77000,Diesel,Individual,Automatic,First,2143 cc,168 bhp @ 3000 rpm,5,4200000
2017,27000,Diesel,Individual,Manual,Second,1186 cc,74 bhp @ 4000 rpm,5,434999
2017,15507,Petrol,Individual,Manual,First,799 cc,53 bhp @ 5678 rpm,5,315000
2016,70000,Diesel,Individual,Manual,Second,2696 cc,162 bhp @ 4000 rpm,7,900000
2015,44000,Petrol,Individual,Manual,First,1497 cc,117 bhp @ 6600 rpm,5,550000
2018,70000,Diesel,Individual,Automatic,First,1995 cc,190 bhp @ 4000 rpm,5,4400000
2015,145000,Diesel,Individual,Automatic,Second,2982 cc,169 bhp @ 3600 rpm,7,1600000
2017,24000,Petrol,Individual,Manual,First,999 cc,67 bhp @ 5500 rpm,5,198000
2014,47721,LPG,Individual,Manual,First,1086 cc,68 bhp @ 5500 rpm,5,225000
2011,26000,Petrol,Individual,Automatic,First,1396 cc,100@5500,5,310000
2017,15507,Petrol,Individual,Manual,First,799 cc,53 bhp @ 5678 rpm,5,315000
2018,39000,Petrol,Individual,Manual,Second,1497 cc,117 bhp @ 6600 rpm,5,775000
2017,58000,Petrol,Individual,Automatic,First,1197 cc,82 bhp @ 6000 rpm,5,625000
2015,82000,Diesel,Individual,Manual,Second,1582 cc,126 bhp @ 4000 rpm,5,775000
2018,95315,Diesel,Individual,Manual,Second,2393 cc,148 bhp @ 3400 rpm,7,1549000
2016,46000,Diesel,Individual,Automatic,Second,1995 cc,188 bhp @ 4000 rpm,5,1679000
2019,11874,Petrol,Individual,Automatic,First,1197 cc,82 bhp @ 6000 rpm,5,725000
2014,86000,Diesel,Individual,Manual,First,1582 cc,126 bhp @ 4000 rpm,5,540000
2014,111000,Diesel,Individual,Manual,Second,1199 cc,74 bhp @ 4200 rpm,5,350000
2015,50000,Diesel,Individual,Automatic,Second,1984 cc,150 bhp @ 3500 rpm,5,1689999
2021,28000,Petrol,Corporate,Manual,First,999 cc,71 bhp @ 6250 rpm,5,625000
2019,25000,Petrol,Individual,Manual,First,998 cc,67 bhp @ 6000 rpm,5,475000
2021,12000,Diesel,Individual,Manual,First,1493 cc,113 bhp @ 4000 rpm,5,1650000
2019,32000,Petrol,Individual,Manual,First,1086 cc,68 bhp @ 5500 rpm,5,409999
2011,45000,Petrol,Individual,Manual,First,,,,275000
2014,70000,Diesel,Corporate,Automatic,First,2993 cc,289 bhp @ 4000 rpm,5,5900000
2017,112000,Diesel,Individual,Manual,First,2393 cc,148 bhp @ 3400 rpm,7,2100000
2017,51800,Diesel,Individual,Automatic,Second,1995 cc,188 bhp @ 4000 rpm,5,2750000
2017,22000,Petrol,Individual,Automatic,First,1197 cc,82 bhp @ 6000 rpm,5,545000
2015,155000,Diesel,Individual,Manual,First,2179 cc,138 bhp @ 4000 rpm,7,740000
2016,60000,Petrol,Individual,Automatic,Second,1991 cc,184 bhp @ 5500 rpm,5,2400000
2018,23000,Diesel,Individual,Automatic,First,1995 cc,188 bhp @ 4000 rpm,5,4500000
2014,75000,Petrol,Individual,Manual,First,1197 cc,85 bhp @ 6000 rpm,5,465000
2014,71000,Diesel,Individual,Manual,First,1248 cc,75 bhp @ 4000 rpm,5,375000
2017,64000,Diesel,Individual,Automatic,First,1968 cc,150 bhp @ 3500 rpm,5,2900000
2018,45326,Petrol,Individual,Manual,First,1199 cc,89 bhp @ 6000 rpm,5,795000
2020,28079,Diesel,Individual,Automatic,First,1950 cc,241 bhp @ 4200 rpm,5,5250000
2019,15529,Diesel,Individual,Automatic,First,1968 cc,141 bhp @ 3500 rpm,5,2900000
2015,43200,Petrol,Corporate,Automatic,First,1991 cc,181 bhp @ 5500 rpm,5,2250000
2017,29386,Petrol,Individual,Automatic,Second,1497 cc,117 bhp @ 6600 rpm,5,1050000
2021,18105,Petrol,Individual,Manual,First,1197 cc,81 bhp @ 6000 rpm,5,765000
2017,125372,Diesel,Individual,Manual,First,1248 cc,89 bhp @ 4000 rpm,5,675000
2015,100000,Diesel,Individual,Automatic,First,1968 cc,190 bhp @ 3800 rpm,5,2400000
2019,40000,Petrol,Individual,Manual,First,1196 cc,73 bhp @ 6000 rpm,7,509999
2022,31000,Diesel,Individual,Automatic,First,2184 cc,182 bhp @ 3500 rpm,7,2750000
2012,42000,Diesel,Individual,Automatic,First,2967 cc,241 bhp @ 4000 rpm,5,2600000
2012,65001,Petrol,Individual,Automatic,First,1497 cc,116 bhp @ 6600 rpm,5,495000
2014,42533,Diesel,Individual,Automatic,First,2967 cc,241 bhp @ 3800 rpm,7,2400000
2018,45000,Petrol,Individual,Manual,First,1197 cc,81 bhp @ 6000 rpm,5,495000
2018,36000,Diesel,Individual,Automatic,Second,2179 cc,148 bhp @ 4000 rpm,7,4200000
2017,44000,Diesel,Individual,Automatic,Second,2755 cc,174 bhp @ 3400 rpm,7,2550000
2016,85000,Diesel,Individual,Manual,First,1248 cc,74 bhp @ 4000 rpm,5,480000
2021,17000,Diesel,Individual,Manual,First,1582 cc,126 bhp @ 4000 rpm,5,1750000
2019,72000,Diesel,Individual,Manual,First,1248 cc,89 bhp @ 4000 rpm,7,850000
2019,34400,Petrol,Individual,Automatic,First,1086 cc,68 bhp @ 5500 rpm,5,434999
2021,8800,Petrol,Individual,Manual,First,998 cc,118 bhp @ 6000 rpm,5,1070000
2022,2000,Petrol,Individual,Automatic,First,1498 cc,119 bhp @ 6600 rpm,5,1530000
2020,19700,Diesel,Individual,Manual,First,1493 cc,113 bhp @ 4000 rpm,5,1598000
2016,45000,Petrol,Individual,Manual,First,1591 cc,121 bhp @ 6300 rpm,5,645000
2012,73000,Diesel,Individual,Automatic,First,,,,1100000
2017,76000,Diesel,Individual,Automatic,First,1248 cc,74 bhp @ 4000 rpm,5,650000
2013,110000,Diesel,Individual,Manual,First,1598 cc,103 bhp @ 4400 rpm,5,545000
2022,2700,Petrol,Individual,Manual,First,1497 cc,118 bhp @ 6600 rpm,5,1095000
2018,75000,Diesel,Individual,Automatic,First,2755 cc,172 bhp @ 3400 rpm,7,1975000
2011,60000,Petrol,Corporate,Automatic,Second,6592 cc,570 bhp @ 5250 rpm,5,18000000
2017,110000,Diesel,Individual,Automatic,First,1968 cc,174 bhp @ 4200 rpm,5,1839000
2016,70000,Petrol,Individual,Automatic,Second,1798 cc,177 bhp @ 5100 rpm,5,1500000
2017,42000,Diesel,Individual,Automatic,First,1968 cc,184 bhp @ 3500 rpm,5,2100000
2015,70000,Diesel,Individual,Manual,First,1498 cc,89 bhp @ 4200 rpm,5,345000
2018,52890,Petrol,Individual,Manual,First,1497 cc,117 bhp @ 6600 rpm,5,850000
2018,72870,Diesel,Corporate,Automatic,First,1582 cc,126 bhp @ 4000 rpm,5,1425000
2017,48591,Petrol,Individual,Manual,First,1197 cc,82 bhp @ 6000 rpm,5,675000
2019,60888,Diesel,Individual,Manual,First,1497 cc,115 bhp @ 3750 rpm,5,925000
2014,48000,Petrol,Individual,Manual,First,814 cc,55 bhp @ 5500 rpm,5,210000
2018,20251,Petrol,Individual,Manual,First,1198 cc,108 bhp @ 5000 rpm,5,760000
2015,49000,Diesel,Individual,Manual,First,1582 cc,126 bhp @ 4000 rpm,5,640000
2013,66000,Petrol,Individual,Manual,First,1197 cc,85 bhp @ 6000 rpm,5,340000
2020,54200,Diesel,Individual,Automatic,First,1999 cc,177 bhp @ 4000 rpm,7,5995000
2013,33000,Petrol,Individual,Automatic,First,,,,550000
2017,51292,Petrol,Individual,Manual,First,1497 cc,117 bhp @ 6600 rpm,5,695000
2015,89000,Diesel,Individual,Manual,Second,1498 cc,99 bhp @ 3750 rpm,5,465000
2019,55000,Petrol,Individual,Manual,First,1197 cc,82 bhp @ 6000 rpm,5,735000
1988,71000,Petrol,Individual,Automatic,Third,1991 cc,181 bhp @ 5500 rpm,5,1300000
2021,20000,Diesel,Individual,Manual,First,1493 cc,113 bhp @ 4000 rpm,7,1848999
2016,68500,Petrol,Individual,Manual,First,1497 cc,117 bhp @ 6600 rpm,5,685000
2014,99000,Diesel,Corporate,Automatic,First,2199 cc,194 bhp @ 3800 rpm,7,875000
2018,110000,Diesel,Corporate,Automatic,First,2755 cc,172 bhp @ 3400 rpm,7,2039999
2019,19244,Petrol,Individual,Manual,First,1197 cc,82 bhp @ 6000 rpm,5,700000
2020,19000,Petrol,Individual,Manual,First,1197 cc,82 bhp @ 6000 rpm,5,550000
2015,75000,Diesel,Individual,Automatic,Second,2199 cc,194 bhp @ 3800 rpm,7,825000
2021,29000,Diesel,Individual,Manual,First,2393 cc,148 bhp @ 3400 rpm,7,3100000
2013,60000,Diesel,Individual,Automatic,Second,1968 cc,177 bhp @ 3750 rpm,5,1400000
2015,80000,Petrol,Individual,Manual,Second,1197 cc,85 bhp @ 6000 rpm,5,425000
2018,54500,Petrol,Individual,Automatic,Second,2494 cc,194 bhp @ 5700 rpm,5,4375000
2021,38000,Diesel,Individual,Automatic,First,2393 cc,148 bhp @ 3400 rpm,7,3000000
2021,16785,Petrol,Individual,Automatic,First,1991 cc,194 bhp @ 5500 rpm,5,6600000
2016,52000,Diesel,Individual,Manual,Second,1248 cc,89 bhp @ 4000 rpm,5,640000
2013,76000,CNG,Individual,Manual,First,1086 cc,62 bhp @ 5500 rpm,5,275000
2019,42678,Petrol,Individual,Manual,First,1197 cc,82 bhp @ 6000 rpm,5,695000
2010,95000,Petrol,Individual,Automatic,Second,1497 cc,118@6600,5,245000
2016,65000,Diesel,Individual,Manual,Second,1461 cc,108 bhp @ 3900 rpm,5,690000
2021,31000,Petrol,Individual,Automatic,First,999 cc,114 bhp @ 5000 rpm,5,1500000
2014,82682,Petrol,Individual,Manual,First,998 cc,67 bhp @ 6200 rpm,5,270000
2016,70500,Diesel,Individual,Manual,First,1396 cc,89 bhp @ 4000 rpm,5,545000
2021,10000,Petrol,Individual,Automatic,First,1451 cc,141 bhp @ 5000 rpm,6,1875000
2016,57159,Petrol,Individual,Manual,First,799 cc,53 bhp @ 5678 rpm,5,254999
2014,82000,Diesel,Individual,Automatic,First,1995 cc,184 bhp @ 4000 rpm,5,2000000
2016,120000,Diesel,Individual,Automatic,First,2993 cc,245 bhp @ 4000 rpm,7,2785000
2021,17000,Diesel,Individual,Manual,First,2184 cc,130 bhp @ 3750 rpm,4,1800000
2012,40000,Petrol,Individual,Automatic,Second,1497 cc,116 bhp @ 6600 rpm,5,475000
2020,58100,Petrol,Individual,Manual,First,1197 cc,82 bhp @ 6000 rpm,5,650000
2012,12749,Diesel,Individual,Manual,First,2982 cc,169 bhp @ 3600 rpm,7,1199000
2013,83466,Diesel,Individual,Automatic,First,2199 cc,195 bhp @ 4000 rpm,7,650000
2015,86000,Diesel,Individual,Manual,Second,2523 cc,75 bhp @ 3200 rpm,8,795000
2015,60921,Petrol,Individual,Automatic,Second,1991 cc,181 bhp @ 5500 rpm,5,2385000
2014,78000,Diesel,Individual,Automatic,First,1968 cc,174 bhp @ 4200 rpm,5,1700000
2012,53000,Petrol,Corporate,Manual,First,1591 cc,121 bhp @ 6300 rpm,5,380000
2016,34736,Petrol,Individual,Manual,First,999 cc,67 bhp @ 5500 rpm,5,295000
2020,14400,Diesel,Individual,Manual,First,1956 cc,168 bhp @ 3750 rpm,5,1750000
2015,85000,Diesel,Individual,Manual,Second,2498 cc,105@3800,7,525000
2011,80000,Petrol,Individual,Manual,Second,,,,275000
2018,77590,Petrol,Individual,Automatic,First,1395 cc,148 bhp @ 5000 rpm,5,2180000
2017,25000,Petrol,Individual,Automatic,Third,4951 cc,396 bhp @ 6500 rpm,4,8000000
2018,40545,Diesel,Individual,Automatic,First,1999 cc,177 bhp @ 4000 rpm,5,4325000
2009,80000,Diesel,Individual,Manual,4 or More,1248 cc,75@4000,5,120000
2009,56852,CNG,Individual,Manual,Second,796 cc,39 bhp @ 6200 rpm,5,155000
2018,42000,Petrol,Individual,Automatic,First,1197 cc,82 bhp @ 6000 rpm,5,735000
2018,55000,Petrol,Individual,Automatic,Second,1598 cc,104 bhp @ 5200 rpm,5,900000
2014,53000,Petrol,Individual,Automatic,Second,1798 cc,158 bhp @ 4500 rpm,5,795000
2018,17000,Diesel,Individual,Automatic,First,1496 cc,114 bhp @ 4000 rpm,5,3300000
2020,50000,Diesel,Individual,Automatic,First,2755 cc,174 bhp @ 3400 rpm,7,3775000
2012,70000,Diesel,Individual,Manual,Third,2489 cc,95@3600,8,325000
2017,75793,Diesel,Individual,Manual,First,1248 cc,89 bhp @ 4000 rpm,5,725000
2007,34000,Petrol,Corporate,Automatic,Second,,,,2100000
2012,89311,Diesel,Individual,Automatic,First,1984 cc,165 bhp @ 3500 rpm,5,994999
2018,80000,Diesel,Individual,Manual,First,1248 cc,89 bhp @ 4000 rpm,5,785000
2020,38000,Petrol,Individual,Automatic,First,2995 cc,349 bhp @ 5400 rpm,5,7500000
2019,69500,Diesel,Individual,Automatic,Second,2755 cc,174 bhp @ 3400 rpm,7,2799000
2018,66794,Petrol,Individual,Manual,First,998 cc,67 bhp @ 6200 rpm,5,390000
2019,27000,Petrol,Corporate,Automatic,First,1984 cc,248 bhp @ 5000 rpm,5,9000000
2017,35616,Petrol,Individual,Automatic,First,1197 cc,83 bhp @ 6000 rpm,5,675000
2015,64000,Petrol,Individual,Manual,First,1196 cc,73 bhp @ 6000 rpm,5,320000
2020,7000,Petrol,Individual,Automatic,First,1197 cc,83 bhp @ 6000 rpm,5,840000
2015,45000,Petrol,Individual,Manual,First,998 cc,67 bhp @ 6200 rpm,5,310000
2017,9000,Petrol,Individual,Manual,First,1373 cc,94 bhp @ 6000 rpm,7,795000
2015,67738,CNG,Individual,Manual,Second,998 cc,58 bhp @ 6200 rpm,5,310000
2021,11030,Petrol,Individual,Manual,First,1197 cc,82 bhp @ 6000 rpm,5,860000
2015,49123,Petrol,Individual,Manual,First,1197 cc,79 bhp @ 6000 rpm,5,390000
2012,125000,Diesel,Individual,Automatic,First,,,,1200000
2018,46000,Diesel,Individual,Manual,First,1248 cc,74 bhp @ 4000 rpm,5,520000
2000,65000,Petrol,Individual,Automatic,Second,,,,1200000
2018,64000,Diesel,Individual,Manual,First,1248 cc,89 bhp @ 4000 rpm,5,675000
2021,7942,Petrol,Individual,Manual,First,998 cc,67 bhp @ 5500 rpm,5,475000
2017,52100,Petrol,Individual,Manual,First,796 cc,47 bhp @ 6000 rpm,5,265000
2019,32809,Diesel,Individual,Manual,First,1598 cc,105 bhp @ 4400 rpm,5,950000
2014,101000,Diesel,Individual,Automatic,First,2982 cc,169 bhp @ 3600 rpm,7,1750000
2016,40500,Diesel,Individual,Automatic,First,1968 cc,141 bhp @ 3500 rpm,5,2225000
2021,25700,Petrol,Corporate,Manual,First,1368 cc,160 bhp @ 5500 rpm,5,1748999
2014,85000,Diesel,Individual,Automatic,Second,2143 cc,203 bhp @ 4200 rpm,5,2250000
2017,17268,Petrol,Individual,Manual,First,1197 cc,82 bhp @ 6000 rpm,5,690000
2017,68000,Petrol,Individual,Manual,First,1197 cc,83 bhp @ 6000 rpm,5,561000
2011,30000,Petrol,Individual,Manual,Third,,,,299000
2020,57000,Diesel,Individual,Manual,First,,,5,1580000
2017,44100,Petrol,Corporate,Automatic,First,1197 cc,83 bhp @ 6000 rpm,5,595000
2013,91840,Diesel,Individual,Automatic,Second,,,,4390000
2009,115000,Petrol,Individual,Manual,Third,1197 cc,80@5200,5,235000
2014,23000,Petrol,Individual,Manual,First,1197 cc,83 bhp @ 6000 rpm,5,450000
2014,58000,Diesel,Individual,Automatic,First,1995 cc,184 bhp @ 4000 rpm,5,2299000
2018,95786,Diesel,Individual,Automatic,First,2143 cc,201 bhp @ 3800 rpm,5,4590000
2016,95401,Diesel,Individual,Automatic,First,1968 cc,174 bhp @ 4200 rpm,5,2150000
2020,7000,Petrol,Individual,Automatic,First,1353 cc,138 bhp @ 6000 rpm,5,1850000
2017,24000,Petrol,Individual,Automatic,First,1999 cc,150 bhp @ 6200 rpm,5,1175000
2012,68000,Petrol,Individual,Manual,First,998 cc,68@6200,5,250000
2015,41273,Petrol,Individual,Manual,First,1495 cc,94 bhp @ 5500 rpm,5,400000
2018,66000,Diesel,Individual,Automatic,First,,,,4000000
2018,65954,Diesel,Individual,Manual,First,1582 cc,126 bhp @ 4000 rpm,5,1100000
2016,28000,Petrol,Individual,Manual,First,1197 cc,79 bhp @ 6000 rpm,5,395000
2021,38848,Petrol,Individual,Manual,First,998 cc,67 bhp @ 5500 rpm,5,425000
2017,30000,Diesel,Individual,Manual,First,2393 cc,148 bhp @ 3400 rpm,7,2190000
2020,27000,Hybrid,Individual,Automatic,First,2487 cc,176 bhp @ 5700 rpm,5,4800000
2017,69000,Petrol,Individual,Manual,First,1197 cc,83 bhp @ 6000 rpm,5,421000
2016,22700,Petrol,Individual,Manual,First,1197 cc,82 bhp @ 6000 rpm,5,560000
2014,9212,Petrol,Individual,Manual,First,,,,777000
2019,41000,Diesel,Individual,Automatic,Second,1968 cc,184 bhp @ 3500 rpm,5,3250000
2014,100000,Diesel,Individual,Manual,Second,2179 cc,120 bhp @ 4000 rpm,8,875000
2018,13066,Petrol,Individual,Manual,First,1373 cc,91 bhp @ 6000 rpm,5,899000
2015,75000,Diesel,Individual,Manual,First,1461 cc,84 bhp @ 3750 rpm,5,425000
2019,53241,Petrol,Individual,Manual,First,998 cc,67 bhp @ 5500 rpm,5,425000
2021,12000,Petrol,Individual,Automatic,First,1998 cc,189 bhp @ 4400 rpm,5,3875000
2013,65000,Petrol,Individual,Manual,First,1497 cc,116 bhp @ 6600 rpm,5,500000
2012,97000,Diesel,Individual,Manual,Second,2982 cc,169 bhp @ 3600 rpm,7,1225000
2017,49000,Petrol,Individual,Automatic,Second,2694 cc,164 bhp @ 5200 rpm,7,1789999
2013,64000,Petrol,Individual,Manual,First,998 cc,68 bhp @ 6200 rpm,5,240000
2010,78000,Petrol,Individual,Manual,Second,,,,240000
2019,56000,Diesel,Individual,Manual,First,1498 cc,99 bhp @ 3600 rpm,5,935000
2018,39000,Petrol,Individual,Automatic,First,1197 cc,82 bhp @ 6000 rpm,5,775000
2017,55000,Diesel,Individual,Manual,Second,1997 cc,120 bhp @ 4000 rpm,8,950000
2018,53000,Petrol,Individual,Automatic,Second,1197 cc,81 bhp @ 6000 rpm,5,549000
2021,1374,CNG,Individual,Manual,First,1196 cc,73 bhp @ 6000 rpm,5,645000
2018,68000,Diesel,Individual,Automatic,First,1950 cc,192 bhp @ 3800 rpm,5,3400000
2019,35000,Petrol,Individual,Manual,First,1197 cc,82 bhp @ 6000 rpm,5,645000
2016,39000,Diesel,Individual,Automatic,First,1995 cc,190 bhp @ 4000 rpm,5,2600000
2011,62000,Diesel,Individual,Automatic,First,1968 cc,177 bhp @ 4200 rpm,5,1375000
2021,11000,Petrol,Individual,Automatic,First,1497 cc,117 bhp @ 6600 rpm,5,1340000
2020,11000,Petrol,Individual,Manual,First,1197 cc,82 bhp @ 6000 rpm,5,840000
2014,102000,Petrol,Individual,Manual,Second,1197 cc,85 bhp @ 6000 rpm,5,525000
2022,7000,Petrol,Individual,Manual,First,1196 cc,72 bhp @ 6000 rpm,7,625000
2012,20000,Petrol,Individual,Manual,First,814 cc,55 bhp @ 5500 rpm,5,215000
2019,25000,Petrol,Individual,Manual,First,1197 cc,81 bhp @ 6000 rpm,5,595000
2022,22000,Petrol,Individual,Automatic,First,1984 cc,188 bhp @ 4200 rpm,5,4150000
2018,65000,Diesel,Individual,Manual,First,1248 cc,74 bhp @ 4000 rpm,5,750000
2013,47000,Petrol,Individual,Manual,First,1499 cc,109 bhp @ 6300 rpm,5,550000
2016,2000000,Diesel,Individual,Manual,First,1461 cc,108 bhp @ 3900 rpm,5,450000
2016,27011,Diesel,Individual,Automatic,Second,2993 cc,258 bhp @ 4000 rpm,5,4175000
2018,45545,Diesel,Individual,Automatic,Second,1999 cc,177 bhp @ 4000 rpm,5,2700000
2018,18000,Diesel,Individual,Automatic,First,2987 cc,255 bhp @ 3400 rpm,5,6150000
2014,72782,Petrol,Individual,Manual,First,1198 cc,74 bhp @ 5400 rpm,5,565000
2017,16800,Petrol,Individual,Manual,First,998 cc,67 bhp @ 6000 rpm,5,369000
2019,40900,Petrol,Corporate,Automatic,First,1496 cc,106 bhp @ 6000 rpm,5,1090000
2017,39000,Petrol,Corporate,Manual,First,1199 cc,89 bhp @ 6000 rpm,5,580000
2016,77000,Diesel,Individual,Automatic,First,1995 cc,184 bhp @ 4000 rpm,5,2199000
2018,120000,Diesel,Individual,Manual,Second,2179 cc,140 bhp @ 3750 rpm,7,1251000
2017,38700,Petrol,Individual,Manual,First,1198 cc,87 bhp @ 6000 rpm,5,540000
2021,7239,Petrol,Individual,Manual,First,1462 cc,103 bhp @ 6000 rpm,6,1245000
2020,14000,Petrol,Individual,Automatic,First,1998 cc,248 bhp @ 5200 rpm,5,4749000
2014,76000,Petrol,Individual,Manual,First,1197 cc,81 bhp @ 6000 rpm,5,365000
2020,11000,Diesel,Individual,Automatic,First,1995 cc,188 bhp @ 4000 rpm,5,4300000
2019,81300,Diesel,Individual,Manual,First,1248 cc,89 bhp @ 4000 rpm,5,825000
2013,76000,Diesel,Individual,Manual,First,1598 cc,103 bhp @ 4400 rpm,5,325000
2018,91460,Petrol,Individual,Manual,First,1199 cc,84 bhp @ 6000 rpm,5,400000
2018,45000,Diesel,Individual,Automatic,First,1999 cc,177 bhp @ 4000 rpm,5,3600000
2013,47000,Diesel,Individual,Manual,First,2179 cc,120 bhp @ 4000 rpm,8,671000
2018,50000,Diesel,Individual,Automatic,First,2143 cc,168 bhp @ 3000 rpm,5,3400000
2014,133273,Diesel,Individual,Automatic,First,2993 cc,258 bhp @ 4000 rpm,4,3200000
2017,60500,Petrol,Individual,Automatic,First,1197 cc,103 bhp @ 5000 rpm,5,775000
2014,81000,Diesel,Individual,Automatic,First,2987 cc,234@3800,5,2150000
2020,22000,Diesel,Individual,Automatic,Second,1999 cc,237 bhp @ 4000 rpm,5,4700000
2009,88000,Diesel,Individual,Manual,First,1399 cc,68@4000,5,145000
2020,19759,Diesel,Individual,Automatic,First,1496 cc,114 bhp @ 4000 rpm,5,3590000
2011,77000,Petrol,Individual,Manual,First,1794 cc,132@6000,5,375000
2015,58200,Petrol,Individual,Automatic,First,1591 cc,121 bhp @ 6300 rpm,5,645000
2022,4000,Hybrid,Individual,Automatic,First,2494 cc,115 bhp @ 4700 rpm,7,11500000
2015,42000,Petrol,Individual,Manual,First,998 cc,67 bhp @ 6000 rpm,5,509999
2013,63000,Petrol,Individual,Automatic,First,1797 cc,147 bhp @ 6500 rpm,5,545000
2018,42855,Petrol,Individual,Manual,First,1497 cc,117 bhp @ 6600 rpm,5,835000
2018,24000,Diesel,Individual,Manual,First,1461 cc,84 bhp @ 3750 rpm,5,960000
2019,34000,Petrol,Individual,Manual,First,998 cc,67 bhp @ 6000 rpm,5,540000
2022,9500,Petrol,Individual,Manual,First,1497 cc,113 bhp @ 6300 rpm,5,1475000
2014,32000,Diesel,Individual,Automatic,Second,2993 cc,271 bhp @ 4000 rpm,5,3600000
2018,97000,Diesel,Individual,Manual,First,1582 cc,126 bhp @ 4000 rpm,5,1175000
2014,72900,Petrol,Individual,Automatic,Second,1591 cc,121 bhp @ 6300 rpm,5,475000
2021,28000,Petrol,Individual,Automatic,First,2995 cc,335 bhp @ 5000 rpm,5,9900000
2022,6000,Petrol,Individual,Manual,First,1197 cc,89 bhp @ 6000 rpm,5,650000
2021,24500,Diesel,Corporate,Automatic,First,2993 cc,260 bhp @ 4000 rpm,5,6100000
2013,41000,Petrol,Individual,Automatic,First,1197 cc,79 bhp @ 6000 rpm,5,370000
2018,50000,Petrol,Individual,Manual,First,1497 cc,117 bhp @ 6600 rpm,5,875000
2018,66000,Diesel,Individual,Automatic,First,1248 cc,74 bhp @ 4000 rpm,5,695000
2022,38000,Diesel,Individual,Automatic,First,1956 cc,168 bhp @ 3750 rpm,5,2275000
2021,17000,Petrol,Individual,Automatic,First,1368 cc,161 bhp @ 5500 rpm,5,2700000
2014,74000,Diesel,Individual,Manual,First,1582 cc,126 bhp @ 4000 rpm,5,545000
2021,22000,Petrol,Individual,Manual,First,,,5,540000
2018,20690,Petrol,Individual,Automatic,First,1598 cc,104 bhp @ 5200 rpm,5,1099000
2019,40000,Diesel,Individual,Manual,First,1582 cc,126 bhp @ 4000 rpm,5,1125000
2018,50000,Petrol,Individual,Automatic,First,1591 cc,122 bhp @ 6400 rpm,5,1299000
2013,70000,Diesel,Individual,Automatic,Second,1995 cc,217 bhp @ 4400 rpm,5,1600000
2021,20000,Petrol,Individual,Automatic,First,2998 cc,335 bhp @ 5500 rpm,5,10800000
2020,47248,Petrol,Individual,Automatic,First,1462 cc,103 bhp @ 6000 rpm,6,1190000
2021,9000,Petrol,Individual,Automatic,First,1199 cc,84 bhp @ 6000 rpm,5,795000
2013,78000,Diesel,Individual,Manual,Second,1582 cc,126 bhp @ 4000 rpm,5,459999
2018,51000,Diesel,Individual,Automatic,First,1968 cc,190 bhp @ 3800 rpm,5,3400000
2018,34841,Petrol,Individual,Manual,First,1591 cc,122 bhp @ 6400 rpm,5,1050000
2014,46000,Petrol,Individual,Manual,First,1197 cc,83 bhp @ 6000 rpm,5,385000
2015,61000,Diesel,Individual,Manual,First,1498 cc,99 bhp @ 3600 rpm,5,585000
2014,55000,Diesel,Individual,Automatic,First,1968 cc,141 bhp @ 3500 rpm,5,1650000
2020,58736,Petrol,Individual,Manual,First,1197 cc,83 bhp @ 6000 rpm,5,625000
2019,34000,Petrol,Individual,Manual,First,1462 cc,103 bhp @ 6000 rpm,5,910000
2018,47000,Diesel,Individual,Manual,First,2179 cc,153 bhp @ 3750 rpm,7,1275000
2017,47000,Petrol,Individual,Manual,First,1197 cc,82 bhp @ 6000 rpm,5,585000
2017,79000,Diesel,Individual,Manual,First,2498 cc,105@3800,7,1035000
2021,12020,Petrol,Individual,Automatic,First,1197 cc,87 bhp @ 6000 rpm,5,1075000
2020,7000,Diesel,Individual,Manual,First,1493 cc,113 bhp @ 4000 rpm,5,1650000
2014,15000,Diesel,Individual,Automatic,First,1968 cc,141 bhp @ 4200 rpm,5,1575000
